Time_hours,Time_minutes,Sensor,Type,Measurement
6.6666946,400.00168,SCADA-9-Vmag,SCADA,0.98956764
6.7333612,404.00168,SCADA-9-Vmag,SCADA,0.9895405
6.800028,408.00168,SCADA-9-Vmag,SCADA,0.9895206
6.8666945,412.00168,SCADA-9-Vmag,SCADA,0.989509
6.933361,416.00165,SCADA-9-Vmag,SCADA,0.98950666
7.0000277,420.00165,SCADA-9-Vmag,SCADA,0.98951465
7.0666943,424.00165,SCADA-9-Vmag,SCADA,0.9895336
7.1333613,428.00168,SCADA-9-Vmag,SCADA,0.9895626
7.200028,432.00168,SCADA-9-Vmag,SCADA,0.98960024
7.2666945,436.00168,SCADA-9-Vmag,SCADA,0.9896451
7.333361,440.00168,SCADA-9-Vmag,SCADA,0.98969597
7.4000278,444.00168,SCADA-9-Vmag,SCADA,0.9897514
7.4666944,448.00165,SCADA-9-Vmag,SCADA,0.98981005
7.533361,452.00165,SCADA-9-Vmag,SCADA,0.9898706
7.6000276,456.00165,SCADA-9-Vmag,SCADA,0.98993164
7.6666946,460.00168,SCADA-9-Vmag,SCADA,0.9899919
7.7333612,464.00168,SCADA-9-Vmag,SCADA,0.99005
7.800028,468.00168,SCADA-9-Vmag,SCADA,0.9901046
7.8666945,472.00168,SCADA-9-Vmag,SCADA,0.99015445
7.933361,476.00165,SCADA-9-Vmag,SCADA,0.9901981
8.000028,480.00165,SCADA-9-Vmag,SCADA,0.9902343
8.066694,484.00165,SCADA-9-Vmag,SCADA,0.9902621
8.133361,488.00165,SCADA-9-Vmag,SCADA,0.99028206
8.200027,492.00165,SCADA-9-Vmag,SCADA,0.99029523
8.266694,496.00165,SCADA-9-Vmag,SCADA,0.9903025
8.333361,500.00165,SCADA-9-Vmag,SCADA,0.9903049
8.400028,504.0017,SCADA-9-Vmag,SCADA,0.99030334
8.466695,508.00168,SCADA-9-Vmag,SCADA,0.99029887
8.533361,512.0017,SCADA-9-Vmag,SCADA,0.9902924
8.600028,516.0017,SCADA-9-Vmag,SCADA,0.9902849
8.666695,520.0017,SCADA-9-Vmag,SCADA,0.99027747
8.733361,524.00165,SCADA-9-Vmag,SCADA,0.9902709
8.800028,528.00165,SCADA-9-Vmag,SCADA,0.9902663
8.866694,532.00165,SCADA-9-Vmag,SCADA,0.9902647
8.933361,536.00165,SCADA-9-Vmag,SCADA,0.9902669
9.000028,540.00165,SCADA-9-Vmag,SCADA,0.9902741
9.066694,544.00165,SCADA-9-Vmag,SCADA,0.99028665
9.133361,548.00165,SCADA-9-Vmag,SCADA,0.9903037
9.200027,552.00165,SCADA-9-Vmag,SCADA,0.9903237
9.266694,556.00165,SCADA-9-Vmag,SCADA,0.99034536
9.333361,560.00165,SCADA-9-Vmag,SCADA,0.99036723
9.400028,564.0017,SCADA-9-Vmag,SCADA,0.99038786
9.466695,568.0017,SCADA-9-Vmag,SCADA,0.99040586
9.533361,572.0017,SCADA-9-Vmag,SCADA,0.99041975
9.600028,576.0017,SCADA-9-Vmag,SCADA,0.9904282
9.666695,580.0017,SCADA-9-Vmag,SCADA,0.99042976
9.733361,584.00165,SCADA-9-Vmag,SCADA,0.990423
9.800028,588.00165,SCADA-9-Vmag,SCADA,0.9904066
9.866694,592.00165,SCADA-9-Vmag,SCADA,0.99037904
9.933361,596.00165,SCADA-9-Vmag,SCADA,0.9903389
10.000028,600.00165,SCADA-9-Vmag,SCADA,0.9902849
10.066694,604.00165,SCADA-9-Vmag,SCADA,0.9902162
10.133361,608.00165,SCADA-9-Vmag,SCADA,0.9901345
10.200027,612.00165,SCADA-9-Vmag,SCADA,0.9900421
10.266694,616.00165,SCADA-9-Vmag,SCADA,0.9899415
10.333361,620.00165,SCADA-9-Vmag,SCADA,0.9898349
10.400028,624.0017,SCADA-9-Vmag,SCADA,0.9897249
10.466695,628.0017,SCADA-9-Vmag,SCADA,0.98961365
10.533361,632.0017,SCADA-9-Vmag,SCADA,0.9895036
10.600028,636.0017,SCADA-9-Vmag,SCADA,0.9893972
10.666695,640.0017,SCADA-9-Vmag,SCADA,0.98929685
10.733361,644.00165,SCADA-9-Vmag,SCADA,0.9892048
10.800028,648.00165,SCADA-9-Vmag,SCADA,0.9891236
10.866694,652.00165,SCADA-9-Vmag,SCADA,0.9890555
10.933361,656.00165,SCADA-9-Vmag,SCADA,0.9890031
11.000028,660.00165,SCADA-9-Vmag,SCADA,0.9889687
11.066694,664.00165,SCADA-9-Vmag,SCADA,0.9889539
11.133361,668.00165,SCADA-9-Vmag,SCADA,0.98895746
11.200027,672.00165,SCADA-9-Vmag,SCADA,0.9889773
11.266694,676.00165,SCADA-9-Vmag,SCADA,0.98901135
11.333361,680.00165,SCADA-9-Vmag,SCADA,0.9890574
11.400028,684.0017,SCADA-9-Vmag,SCADA,0.9891135
11.466695,688.0017,SCADA-9-Vmag,SCADA,0.9891775
11.533361,692.0017,SCADA-9-Vmag,SCADA,0.9892473
11.600028,696.0017,SCADA-9-Vmag,SCADA,0.9893209
11.666695,700.0017,SCADA-9-Vmag,SCADA,0.98939604
11.733361,704.00165,SCADA-9-Vmag,SCADA,0.9894708
11.800028,708.00165,SCADA-9-Vmag,SCADA,0.9895429
11.866694,712.00165,SCADA-9-Vmag,SCADA,0.9896105
11.933361,716.00165,SCADA-9-Vmag,SCADA,0.9896713
12.000028,720.00165,SCADA-9-Vmag,SCADA,0.9897233
12.066694,724.00165,SCADA-9-Vmag,SCADA,0.98976505
12.133361,728.00165,SCADA-9-Vmag,SCADA,0.9897971
12.200027,732.00165,SCADA-9-Vmag,SCADA,0.98982084
12.266694,736.00165,SCADA-9-Vmag,SCADA,0.9898375
12.333361,740.00165,SCADA-9-Vmag,SCADA,0.98984843
12.400028,744.0017,SCADA-9-Vmag,SCADA,0.9898548
12.466695,748.0017,SCADA-9-Vmag,SCADA,0.989858
12.533361,752.0017,SCADA-9-Vmag,SCADA,0.9898592
12.600028,756.0017,SCADA-9-Vmag,SCADA,0.98985976
12.666695,760.0017,SCADA-9-Vmag,SCADA,0.98986095
12.733361,764.00165,SCADA-9-Vmag,SCADA,0.989864
12.800028,768.00165,SCADA-9-Vmag,SCADA,0.98987025
12.866694,772.00165,SCADA-9-Vmag,SCADA,0.989881
12.933361,776.00165,SCADA-9-Vmag,SCADA,0.9898975
13.000028,780.00165,SCADA-9-Vmag,SCADA,0.98992103
13.066694,784.00165,SCADA-9-Vmag,SCADA,0.98995256
13.133361,788.00165,SCADA-9-Vmag,SCADA,0.9899913
13.200027,792.00165,SCADA-9-Vmag,SCADA,0.99003625
13.266694,796.00165,SCADA-9-Vmag,SCADA,0.9900863
13.333361,800.00165,SCADA-9-Vmag,SCADA,0.9901404
13.400028,804.0017,SCADA-9-Vmag,SCADA,0.9901974
13.466695,808.0017,SCADA-9-Vmag,SCADA,0.9902563
13.533361,812.0017,SCADA-9-Vmag,SCADA,0.99031603
13.600028,816.0017,SCADA-9-Vmag,SCADA,0.99037546
13.666695,820.0017,SCADA-9-Vmag,SCADA,0.9904336
13.733361,824.00165,SCADA-9-Vmag,SCADA,0.9904892
13.800028,828.00165,SCADA-9-Vmag,SCADA,0.9905414
13.866694,832.00165,SCADA-9-Vmag,SCADA,0.990589
13.933361,836.00165,SCADA-9-Vmag,SCADA,0.990631
14.000028,840.00165,SCADA-9-Vmag,SCADA,0.9906662
14.066694,844.00165,SCADA-9-Vmag,SCADA,0.990694
14.133361,848.00165,SCADA-9-Vmag,SCADA,0.99071455
14.200027,852.00165,SCADA-9-Vmag,SCADA,0.99072856
14.266694,856.00165,SCADA-9-Vmag,SCADA,0.99073654
14.333361,860.00165,SCADA-9-Vmag,SCADA,0.9907391
14.400028,864.0017,SCADA-9-Vmag,SCADA,0.9907369
14.466695,868.0017,SCADA-9-Vmag,SCADA,0.99073046
14.533361,872.0017,SCADA-9-Vmag,SCADA,0.9907204
14.600028,876.0017,SCADA-9-Vmag,SCADA,0.99070734
14.666695,880.0017,SCADA-9-Vmag,SCADA,0.9906918
14.733361,884.00165,SCADA-9-Vmag,SCADA,0.99067444
14.800028,888.00165,SCADA-9-Vmag,SCADA,0.99065584
14.866694,892.00165,SCADA-9-Vmag,SCADA,0.99063665
14.933361,896.00165,SCADA-9-Vmag,SCADA,0.99061733
15.000028,900.00165,SCADA-9-Vmag,SCADA,0.9905986
15.066694,904.00165,SCADA-9-Vmag,SCADA,0.990581
15.133361,908.00165,SCADA-9-Vmag,SCADA,0.99056435
15.200027,912.00165,SCADA-9-Vmag,SCADA,0.99054885
15.266694,916.00165,SCADA-9-Vmag,SCADA,0.99053437
15.333361,920.00165,SCADA-9-Vmag,SCADA,0.9905209
15.400028,924.0017,SCADA-9-Vmag,SCADA,0.9905083
15.466695,928.0017,SCADA-9-Vmag,SCADA,0.9904967
15.533361,932.0017,SCADA-9-Vmag,SCADA,0.9904859
15.600028,936.0017,SCADA-9-Vmag,SCADA,0.99047595
15.666695,940.0017,SCADA-9-Vmag,SCADA,0.99046683
15.733361,944.00165,SCADA-9-Vmag,SCADA,0.9904584
15.800028,948.00165,SCADA-9-Vmag,SCADA,0.99045074
15.866694,952.00165,SCADA-9-Vmag,SCADA,0.99044377
15.933361,956.00165,SCADA-9-Vmag,SCADA,0.99043745
16.000029,960.0017,SCADA-9-Vmag,SCADA,0.9904317
16.066694,964.00165,SCADA-9-Vmag,SCADA,0.9904262
16.133362,968.0017,SCADA-9-Vmag,SCADA,0.99041915
16.200027,972.00165,SCADA-9-Vmag,SCADA,0.9904083
16.266695,976.0017,SCADA-9-Vmag,SCADA,0.9903916
16.33336,980.00165,SCADA-9-Vmag,SCADA,0.9903669
16.400028,984.0017,SCADA-9-Vmag,SCADA,0.99033195
16.466694,988.00165,SCADA-9-Vmag,SCADA,0.9902846
16.533361,992.0017,SCADA-9-Vmag,SCADA,0.99022275
16.600027,996.00165,SCADA-9-Vmag,SCADA,0.99014413
16.666695,1000.0017,SCADA-9-Vmag,SCADA,0.9900467
16.73336,1004.0016,SCADA-9-Vmag,SCADA,0.9899281
16.800028,1008.00165,SCADA-9-Vmag,SCADA,0.98978627
16.866693,1012.0016,SCADA-9-Vmag,SCADA,0.98961896
16.933361,1016.00165,SCADA-9-Vmag,SCADA,0.9894239
17.000029,1020.0017,SCADA-9-Vmag,SCADA,0.98919886
17.066694,1024.0017,SCADA-9-Vmag,SCADA,0.9889429
17.133362,1028.0017,SCADA-9-Vmag,SCADA,0.9886601
17.200027,1032.0017,SCADA-9-Vmag,SCADA,0.98835593
17.266695,1036.0017,SCADA-9-Vmag,SCADA,0.98803574
17.33336,1040.0016,SCADA-9-Vmag,SCADA,0.9877051
17.400028,1044.0017,SCADA-9-Vmag,SCADA,0.9873695
17.466694,1048.0016,SCADA-9-Vmag,SCADA,0.9870344
17.533361,1052.0017,SCADA-9-Vmag,SCADA,0.9867054
17.600027,1056.0016,SCADA-9-Vmag,SCADA,0.9863882
17.666695,1060.0017,SCADA-9-Vmag,SCADA,0.9860884
17.73336,1064.0016,SCADA-9-Vmag,SCADA,0.98581165
17.800028,1068.0017,SCADA-9-Vmag,SCADA,0.98556364
17.866693,1072.0016,SCADA-9-Vmag,SCADA,0.9853501
17.933361,1076.0017,SCADA-9-Vmag,SCADA,0.9851767
18.000029,1080.0017,SCADA-9-Vmag,SCADA,0.98504925
18.066694,1084.0017,SCADA-9-Vmag,SCADA,0.9849715
18.133362,1088.0017,SCADA-9-Vmag,SCADA,0.98494047
18.200027,1092.0017,SCADA-9-Vmag,SCADA,0.98495096
18.266695,1096.0017,SCADA-9-Vmag,SCADA,0.98499805
18.33336,1100.0016,SCADA-9-Vmag,SCADA,0.98507667
18.400028,1104.0017,SCADA-9-Vmag,SCADA,0.98518175
18.466694,1108.0016,SCADA-9-Vmag,SCADA,0.9853082
18.533361,1112.0017,SCADA-9-Vmag,SCADA,0.985451
18.600027,1116.0016,SCADA-9-Vmag,SCADA,0.9856051
18.666695,1120.0017,SCADA-9-Vmag,SCADA,0.9857656
18.73336,1124.0016,SCADA-9-Vmag,SCADA,0.9859273
18.800028,1128.0017,SCADA-9-Vmag,SCADA,0.9860853
18.866693,1132.0016,SCADA-9-Vmag,SCADA,0.98623466
18.933361,1136.0017,SCADA-9-Vmag,SCADA,0.9863704
19.000029,1140.0017,SCADA-9-Vmag,SCADA,0.98648757
19.066694,1144.0017,SCADA-9-Vmag,SCADA,0.98658234
19.133362,1148.0017,SCADA-9-Vmag,SCADA,0.98665524
19.200027,1152.0017,SCADA-9-Vmag,SCADA,0.98670775
19.266695,1156.0017,SCADA-9-Vmag,SCADA,0.9867416
19.33336,1160.0016,SCADA-9-Vmag,SCADA,0.98675823
19.400028,1164.0017,SCADA-9-Vmag,SCADA,0.9867593
19.466694,1168.0016,SCADA-9-Vmag,SCADA,0.9867464
19.533361,1172.0017,SCADA-9-Vmag,SCADA,0.9867209
19.600027,1176.0016,SCADA-9-Vmag,SCADA,0.98668456
19.666695,1180.0017,SCADA-9-Vmag,SCADA,0.98663884
19.73336,1184.0016,SCADA-9-Vmag,SCADA,0.9865854
19.800028,1188.0017,SCADA-9-Vmag,SCADA,0.9865256
19.866693,1192.0016,SCADA-9-Vmag,SCADA,0.98646116
19.933361,1196.0017,SCADA-9-Vmag,SCADA,0.98639363
20.000029,1200.0017,SCADA-9-Vmag,SCADA,0.98632455
20.066694,1204.0017,SCADA-9-Vmag,SCADA,0.98625535
20.133362,1208.0017,SCADA-9-Vmag,SCADA,0.98618656
20.200027,1212.0017,SCADA-9-Vmag,SCADA,0.98611885
20.266695,1216.0017,SCADA-9-Vmag,SCADA,0.9860526
20.33336,1220.0016,SCADA-9-Vmag,SCADA,0.9859882
20.400028,1224.0017,SCADA-9-Vmag,SCADA,0.98592633
20.466694,1228.0016,SCADA-9-Vmag,SCADA,0.9858674
20.533361,1232.0017,SCADA-9-Vmag,SCADA,0.98581177
20.600027,1236.0016,SCADA-9-Vmag,SCADA,0.9857601
20.666695,1240.0017,SCADA-9-Vmag,SCADA,0.98571277
20.73336,1244.0016,SCADA-9-Vmag,SCADA,0.9856703
20.800028,1248.0017,SCADA-9-Vmag,SCADA,0.9856332
20.866693,1252.0016,SCADA-9-Vmag,SCADA,0.9856019
20.933361,1256.0017,SCADA-9-Vmag,SCADA,0.9855769
21.000029,1260.0017,SCADA-9-Vmag,SCADA,0.98555875
21.066694,1264.0017,SCADA-9-Vmag,SCADA,0.98554766
21.133362,1268.0017,SCADA-9-Vmag,SCADA,0.9855434
21.200027,1272.0017,SCADA-9-Vmag,SCADA,0.98554546
21.266695,1276.0017,SCADA-9-Vmag,SCADA,0.9855535
21.33336,1280.0016,SCADA-9-Vmag,SCADA,0.98556703
21.400028,1284.0017,SCADA-9-Vmag,SCADA,0.98558563
21.466694,1288.0016,SCADA-9-Vmag,SCADA,0.98560876
21.533361,1292.0017,SCADA-9-Vmag,SCADA,0.98563606
21.600027,1296.0016,SCADA-9-Vmag,SCADA,0.9856671
21.666695,1300.0017,SCADA-9-Vmag,SCADA,0.9857014
21.73336,1304.0016,SCADA-9-Vmag,SCADA,0.98573846
21.800028,1308.0017,SCADA-9-Vmag,SCADA,0.9857779
21.866693,1312.0016,SCADA-9-Vmag,SCADA,0.98581934
21.933361,1316.0017,SCADA-9-Vmag,SCADA,0.9858623
22.000029,1320.0017,SCADA-9-Vmag,SCADA,0.9859063
22.066694,1324.0017,SCADA-9-Vmag,SCADA,0.98595095
22.133362,1328.0017,SCADA-9-Vmag,SCADA,0.98599625
22.200027,1332.0017,SCADA-9-Vmag,SCADA,0.986042
22.266695,1336.0017,SCADA-9-Vmag,SCADA,0.98608834
22.33336,1340.0016,SCADA-9-Vmag,SCADA,0.9861351
22.400028,1344.0017,SCADA-9-Vmag,SCADA,0.9861823
22.466694,1348.0016,SCADA-9-Vmag,SCADA,0.98622984
22.533361,1352.0017,SCADA-9-Vmag,SCADA,0.98627764
22.600027,1356.0016,SCADA-9-Vmag,SCADA,0.9863258
22.666695,1360.0017,SCADA-9-Vmag,SCADA,0.9863742
22.73336,1364.0016,SCADA-9-Vmag,SCADA,0.9864228
22.800028,1368.0017,SCADA-9-Vmag,SCADA,0.9864715
22.866693,1372.0016,SCADA-9-Vmag,SCADA,0.9865203
22.933361,1376.0017,SCADA-9-Vmag,SCADA,0.98656917
23.000029,1380.0017,SCADA-9-Vmag,SCADA,0.98661804
23.066694,1384.0017,SCADA-9-Vmag,SCADA,0.98661804
23.133362,1388.0017,SCADA-9-Vmag,SCADA,0.98661804
23.200027,1392.0017,SCADA-9-Vmag,SCADA,0.98661804
23.266695,1396.0017,SCADA-9-Vmag,SCADA,0.98661804
23.33336,1400.0016,SCADA-9-Vmag,SCADA,0.98661804
23.400028,1404.0017,SCADA-9-Vmag,SCADA,0.98661804
23.466694,1408.0016,SCADA-9-Vmag,SCADA,0.98661804
23.533361,1412.0017,SCADA-9-Vmag,SCADA,0.98661804
23.600027,1416.0016,SCADA-9-Vmag,SCADA,0.98661804
23.666695,1420.0017,SCADA-9-Vmag,SCADA,0.98661804
23.73336,1424.0016,SCADA-9-Vmag,SCADA,0.98661804
23.800028,1428.0017,SCADA-9-Vmag,SCADA,0.98661804
23.866693,1432.0016,SCADA-9-Vmag,SCADA,0.98661804
23.933361,1436.0017,SCADA-9-Vmag,SCADA,0.98661804
2.7777778e-5,0.0016666667,AMI-33-Q,AMI,-0.026196983
0.25002778,15.001667,AMI-33-Q,AMI,-0.026824802
0.5000278,30.001667,AMI-33-Q,AMI,-0.027218929
0.7500278,45.001667,AMI-33-Q,AMI,-0.027145673
1.0000278,60.001667,AMI-33-Q,AMI,-0.02637134
1.2500278,75.00166,AMI-33-Q,AMI,-0.024786547
1.5000278,90.00166,AMI-33-Q,AMI,-0.022779163
1.7500278,105.00166,AMI-33-Q,AMI,-0.020861356
2.000028,120.00167,AMI-33-Q,AMI,-0.019545304
2.250028,135.00168,AMI-33-Q,AMI,-0.019181704
2.500028,150.00168,AMI-33-Q,AMI,-0.01947537
2.750028,165.00168,AMI-33-Q,AMI,-0.019969642
3.000028,180.00168,AMI-33-Q,AMI,-0.020207856
3.250028,195.00168,AMI-33-Q,AMI,-0.019852957
3.500028,210.00168,AMI-33-Q,AMI,-0.01904632
3.750028,225.00168,AMI-33-Q,AMI,-0.018048925
4.0000277,240.00166,AMI-33-Q,AMI,-0.017121755
4.2500277,255.00166,AMI-33-Q,AMI,-0.01649516
4.5000277,270.00165,AMI-33-Q,AMI,-0.016276969
4.7500277,285.00165,AMI-33-Q,AMI,-0.016544372
5.0000277,300.00165,AMI-33-Q,AMI,-0.017374571
5.2500277,315.00165,AMI-33-Q,AMI,-0.018756274
5.5000277,330.00165,AMI-33-Q,AMI,-0.02032426
5.7500277,345.00165,AMI-33-Q,AMI,-0.021624815
6.0000277,360.00165,AMI-33-Q,AMI,-0.022204231
6.2500277,375.00165,AMI-33-Q,AMI,-0.02178741
6.5000277,390.00165,AMI-33-Q,AMI,-0.02081369
6.7500277,405.00165,AMI-33-Q,AMI,-0.019901022
7.0000277,420.00165,AMI-33-Q,AMI,-0.019667352
7.2500277,435.00165,AMI-33-Q,AMI,-0.02049929
7.5000277,450.00165,AMI-33-Q,AMI,-0.0218581
7.7500277,465.00165,AMI-33-Q,AMI,-0.0229737
8.000028,480.00165,AMI-33-Q,AMI,-0.02307601
8.250028,495.00165,AMI-33-Q,AMI,-0.021687554
8.500028,510.00165,AMI-33-Q,AMI,-0.019501248
8.750028,525.00165,AMI-33-Q,AMI,-0.017502608
9.000028,540.00165,AMI-33-Q,AMI,-0.016677147
9.250028,555.00165,AMI-33-Q,AMI,-0.017690971
9.500028,570.00165,AMI-33-Q,AMI,-0.019932527
9.750028,585.00165,AMI-33-Q,AMI,-0.022470845
10.000028,600.00165,AMI-33-Q,AMI,-0.024374964
10.250028,615.00165,AMI-33-Q,AMI,-0.024965854
10.500028,630.00165,AMI-33-Q,AMI,-0.024572274
10.750028,645.00165,AMI-33-Q,AMI,-0.023774914
11.000028,660.00165,AMI-33-Q,AMI,-0.023154471
11.250028,675.00165,AMI-33-Q,AMI,-0.02314065
11.500028,690.00165,AMI-33-Q,AMI,-0.023559196
11.750028,705.00165,AMI-33-Q,AMI,-0.02408486
12.000028,720.00165,AMI-33-Q,AMI,-0.024392398
12.250028,735.00165,AMI-33-Q,AMI,-0.024220757
12.500028,750.00165,AMI-33-Q,AMI,-0.023565661
12.750028,765.00165,AMI-33-Q,AMI,-0.022487024
13.000028,780.00165,AMI-33-Q,AMI,-0.021044765
13.250028,795.00165,AMI-33-Q,AMI,-0.019333994
13.500028,810.00165,AMI-33-Q,AMI,-0.017590623
13.750028,825.00165,AMI-33-Q,AMI,-0.016085759
14.000028,840.00165,AMI-33-Q,AMI,-0.015090508
14.250028,855.00165,AMI-33-Q,AMI,-0.014802573
14.500028,870.00165,AMI-33-Q,AMI,-0.015126046
14.750028,885.00165,AMI-33-Q,AMI,-0.015891613
15.000028,900.00165,AMI-33-Q,AMI,-0.016929964
